"2014-09-12 21:53:28",EventLogger,log_opened,"Log opened upon Event Logger startup."
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002325,"3100|27"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002331,"3100|30"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002337,"3100|34"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002343,"3100|35"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002349,"3100|36"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002355,"3100|37"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002361,"3100|38|c|3"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002363,"3100|48|c|3"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002365,"3100|49"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002371,"3100|41|c|3"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002373,"3100|20"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002379,"3100|42"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002385,"3100|43"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002391,"3100|53"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002397,"3100|44"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002403,"3100|47|c|4"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002414,"3200|2"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002420,"3200|3"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002425,"3200|37"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002431,"3200|5"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002437,"3200|6"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002443,"3200|8"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002449,"3200|7"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002455,"3200|36"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002461,"3200|11|m|2"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002463,"3200|10"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002469,"3200|12|s|3"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002471,"3200|15"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002477,"3200|16"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002483,"3200|18|s|3"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002485,"3200|19|s|3"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002487,"3200|21"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002493,"3200|22"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002499,"3200|34|m|3"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002501,"3200|23"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002507,"3200|24"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002513,"3200|25"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002519,"3200|26"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002525,"3200|29"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002530,"3200|38"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002536,"3200|30"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002542,"3200|31"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002548,"3200|32|m|3"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002550,"3200|35"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002556,"3200|13"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002562,"3200|28"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002568,"3200|17"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002582,"3300|10|l|5"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002584,"3300|6"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002590,"3300|30|l|5"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002592,"3300|28|l|4"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002594,"3300|12|l|4"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002596,"3300|21"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002602,"3300|15"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002608,"3300|26"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002614,"3300|23"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002620,"3300|29"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002626,"3300|13"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002632,"3300|16"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002638,"3300|8"
"2014-09-12 21:55:15","AIR:401000000","building-cog",401002644,"3300|25|s|4"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002646,"3300|14"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002652,"3300|18"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002658,"3300|19"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002664,"3300|17"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002670,"3300|11"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002676,"3300|9"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002682,"3300|27"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002688,"3300|20"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002694,"3300|24"
"2014-09-12 21:55:15","AIR:401000000","building-toon",401002700,"3300|7"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002746,"9000|1"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002752,"9000|3"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002758,"9000|6"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002784,"9100|1"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002790,"9100|2"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002796,"9100|4"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002802,"9100|5"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002808,"9100|7"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002814,"9100|8"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002820,"9100|9"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002826,"9100|13"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002831,"9100|16"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002837,"9100|17"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002843,"9100|19"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002849,"9100|20"
"2014-09-12 21:55:21","AIR:401000000","building-cog",401002855,"9100|22|c|4"
"2014-09-12 21:55:21","AIR:401000000","building-cog",401002857,"9100|25|l|5"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002859,"9100|26"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002865,"9100|27"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002871,"9100|28"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002877,"9100|29"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002883,"9100|30"
"2014-09-12 21:55:21","AIR:401000000","building-cog",401002889,"9100|33|c|5"
"2014-09-12 21:55:21","AIR:401000000","building-cog",401002891,"9100|36|c|4"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002893,"9100|34"
"2014-09-12 21:55:21","AIR:401000000","building-toon",401002899,"9100|40"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002905,"9100|39"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002911,"9100|42"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002917,"9100|43"
"2014-09-12 21:55:22","AIR:401000000","building-cog",401002923,"9100|44|s|4"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002925,"9100|45"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002931,"9100|47"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002937,"9100|49"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002943,"9100|50"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002949,"9100|51"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002955,"9100|31"
"2014-09-12 21:55:22","AIR:401000000","building-cog",401002970,"9200|52|c|5"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002972,"9200|3"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002978,"9200|41"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002984,"9200|4"
"2014-09-12 21:55:22","AIR:401000000","building-cog",401002990,"9200|36|m|4"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002992,"9200|27"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401002998,"9200|9"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003004,"9200|5"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003010,"9200|6"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003016,"9200|55"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003021,"9200|40"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003027,"9200|7"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003033,"9200|53"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003039,"9200|11"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003045,"9200|10"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003051,"9200|44"
"2014-09-12 21:55:22","AIR:401000000","building-cog",401003057,"9200|25|m|4"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003059,"9200|13"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003065,"9200|37"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003071,"9200|12"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003077,"9200|16"
"2014-09-12 21:55:22","AIR:401000000","building-cog",401003083,"9200|38|m|5"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003085,"9200|54"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003091,"9200|14"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003097,"9200|59"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003103,"9200|17"
"2014-09-12 21:55:22","AIR:401000000","building-cog",401003109,"9200|18|s|5"
"2014-09-12 21:55:22","AIR:401000000","building-cog",401003111,"9200|15|m|5"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003113,"9200|21"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003119,"9200|20"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003125,"9200|8"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003131,"9200|19"
"2014-09-12 21:55:22","AIR:401000000","building-toon",401003137,"9200|22"
"2014-09-12 21:55:36","AIR:401000000","building-cog",401002843,"9100|19|c|3"
"2014-09-12 21:55:36","AIR:401000000",avatarExit,401002844,
"2014-09-12 21:55:40","AIR:401000000","building-toon",401002485,"3200|19"
"2014-09-12 21:55:40","AIR:401000000","building-toon",401003057,"9200|25"
"2014-09-12 21:55:53","AIR:401000000","building-toon",401002857,"9100|25"
"2014-09-12 22:09:13","Client:1000000000","client-connected","127.0.0.1:50168","127.0.0.1:7198"
"2014-09-12 22:09:13","AIR:1000000",accountLogin,1000000000,100000014,master
"2014-09-12 22:09:22","AIR:1000000",avatarChosen,100000048,100000014
"2014-09-12 22:09:24","AIR:401000000","building-cog",401003021,"9200|40|m|4"
"2014-09-12 22:09:24","AIR:401000000",avatarExit,401003022,
"2014-09-12 22:09:43","AIR:401000000","building-toon",401003109,"9200|18"
"2014-09-12 22:09:44","AIR:401000000",suspicious,100000048,"Toon tried to wear invalid Shoes 1 19 0"
"2014-09-12 22:09:44","AIR:401000000",questTier,100000048,1
"2014-09-12 22:09:47","AIR:401000000","building-cog",401003057,"9200|25|m|5"
"2014-09-12 22:09:47","AIR:401000000",avatarExit,401003413,
"2014-09-12 22:09:47","AIR:401000000",avatarExit,401003414,
"2014-09-12 22:09:55","AIR:401000000","building-cog",401003077,"9200|16|c|5"
"2014-09-12 22:09:55","AIR:401000000",avatarExit,401003078,
"2014-09-12 22:10:04","AIR:401000000","building-toon",401003083,"9200|38"
"2014-09-12 22:10:14","AIR:401000000","building-toon",401003111,"9200|15"
"2014-09-12 22:10:24","AIR:401000000","building-cog",401003083,"9200|38|m|5"
"2014-09-12 22:10:24","AIR:401000000",avatarExit,401003635,
"2014-09-12 22:10:24","AIR:401000000",avatarExit,401003636,
"2014-09-12 22:10:29","AIR:401000000","building-cog",401002992,"9200|27|m|4"
"2014-09-12 22:10:29","AIR:401000000",avatarExit,401002993,
"2014-09-12 22:10:37","AIR:401000000","building-toon",401002990,"9200|36"
"2014-09-12 22:10:47","AIR:401000000","building-toon",401002970,"9200|52"
"2014-09-12 22:10:56","AIR:401000000","magic-word",100000048,700,100000048,700,"suit building 0 6","Couldn't spawn building with index 0."
"2014-09-12 22:11:03","AIR:401000000","magic-word",100000048,700,100000048,700,"suit building 0 1 1 1 1","Couldn't spawn building with index 0."
"2014-09-12 22:11:08","AIR:401000000","magic-word",100000048,700,100000048,700,"suit building 0 1","Couldn't spawn building with index 0."
"2014-09-12 22:11:16","AIR:401000000","magic-word",100000048,700,100000048,700,"suit building 1","Couldn't spawn building with index 1."
"2014-09-12 22:11:31","AIR:401000000","building-cog",401002365,"3100|49|c|4"
"2014-09-12 22:11:31","AIR:401000000",avatarExit,401002366,
"2014-09-12 22:11:48","AIR:401000000","building-toon",401002361,"3100|38"
"2014-09-12 22:12:18","AIR:401000000","building-cog",401002361,"3100|38|c|4"
"2014-09-12 22:12:18","AIR:401000000",avatarExit,401003674,
"2014-09-12 22:12:18","AIR:401000000",avatarExit,401003675,
"2014-09-12 22:12:30","AIR:401000000","building-toon",401002363,"3100|48"
"2014-09-12 22:12:48","AIR:401000000","building-cog",401002301,"3100|23|c|4"
"2014-09-12 22:12:48","AIR:401000000",avatarExit,401002302,
"2014-09-12 22:12:55","AIR:401000000","building-cog",401002272,"3100|51|c|5"
"2014-09-12 22:12:55","AIR:401000000",avatarExit,401002273,
"2014-09-12 22:13:03","AIR:401000000","building-cog",401002363,"3100|48|c|5"
"2014-09-12 22:13:03","AIR:401000000",avatarExit,401003688,
"2014-09-12 22:13:03","AIR:401000000",avatarExit,401003689,
"2014-09-12 22:13:04","AIR:401000000","building-toon",401002240,"3100|11"
"2014-09-12 22:13:15","AIR:1000000","chat-said",100000048,noooooo,noooooo
"2014-09-12 22:13:16","AIR:401000000","building-toon",401002371,"3100|41"
"2014-09-12 22:13:19","AIR:1000000","chat-said",100000048,ya,ya
"2014-09-12 22:13:28","AIR:401000000","building-toon",401002403,"3100|47"
"2014-09-12 22:13:39","AIR:401000000",battleCogsDefeated,401003699,"1tw7|9727"
"2014-09-12 22:14:00","AIR:1000000","chat-said",100000048,"you can get the piano","you can get the piano"
"2014-09-12 22:14:03","AIR:401000000","building-cog",401002485,"3200|19|s|3"
"2014-09-12 22:14:03","AIR:401000000",avatarExit,401003407,
"2014-09-12 22:14:03","AIR:401000000",avatarExit,401003408,
"2014-09-12 22:14:08","AIR:1000000","chat-said",100000048,lol,lol
"2014-09-12 22:14:13","AIR:401000000","magic-word",100000048,700,100000048,700,"suit invasion 1 1 1","['success', 9, 0]"
"2014-09-12 22:14:21","AIR:401000000","building-cog",401002911,"9100|42|m|4"
"2014-09-12 22:14:21","AIR:401000000",avatarExit,401002912,
"2014-09-12 22:14:26","AIR:401000000","building-toon",401002461,"3200|11"
"2014-09-12 22:14:26","AIR:401000000","building-cog",401002857,"9100|25|l|5"
"2014-09-12 22:14:26","AIR:401000000",avatarExit,401003477,
"2014-09-12 22:14:26","AIR:401000000",avatarExit,401003478,
"2014-09-12 22:14:42","AIR:401000000","building-toon",401002891,"9100|36"
"2014-09-12 22:14:50","AIR:401000000",battleCogsDefeated,401003727,"1bc8,1mb8|9727"
"2014-09-12 22:14:52","AIR:401000000","building-toon",401002923,"9100|44"
"2014-09-12 22:16:40","AIR:401000000",battleCogsDefeated,401003953,"3b6+|9727"
"2014-09-12 22:17:14","AIR:401000000","disconnect-reason",100000048,2
"2014-09-12 22:17:15","Client:1000000000","client-disconnected"
"2014-09-12 22:17:15","AIR:401000000",avatarExit,100000048,
"2014-09-12 22:17:15","AIR:401000000",battleCogsDefeated,401004006,"|9727"
"2014-09-12 22:33:42","AIR:401000000","building-cog",401002990,"9200|36|m|5"
"2014-09-12 22:33:42","AIR:401000000",avatarExit,401003656,
"2014-09-12 22:33:42","AIR:401000000",avatarExit,401003657,
"2014-09-12 22:34:27","AIR:401000000","building-cog",401003033,"9200|53|m|4"
"2014-09-12 22:34:27","AIR:401000000",avatarExit,401003034,
"2014-09-12 22:34:42","AIR:401000000","building-cog",401003039,"9200|11|m|5"
"2014-09-12 22:34:42","AIR:401000000",avatarExit,401003040,
"2014-09-12 22:34:46","AIR:401000000","building-cog",401003113,"9200|21|m|5"
"2014-09-12 22:34:46","AIR:401000000",avatarExit,401003114,
"2014-09-12 22:35:13","AIR:401000000","building-cog",401002254,"3100|13|c|4"
"2014-09-12 22:35:13","AIR:401000000",avatarExit,401002255,
