"2014-09-16 03:48:13",EventLogger,log_opened,"Log opened upon Event Logger startup."
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002252,"3100|25"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002258,"3100|29"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002264,"3100|27"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002270,"3100|30|c|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002272,"3100|34"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002278,"3100|35"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002284,"3100|36"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002290,"3100|37|c|3"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002292,"3100|38"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002298,"3100|48|c|2"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002300,"3100|49|c|2"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002302,"3100|41"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002308,"3100|20"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002314,"3100|42"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002320,"3100|43"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002326,"3100|53|c|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002328,"3100|44"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002334,"3100|47|c|3"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002345,"3200|2"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002351,"3200|3"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002356,"3200|37|s|3"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002358,"3200|5"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002364,"3200|6"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002370,"3200|8"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002376,"3200|7"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002382,"3200|36"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002388,"3200|11|l|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002390,"3200|10"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002396,"3200|12|l|3"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002398,"3200|15"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002404,"3200|16|s|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002406,"3200|18"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002412,"3200|19|s|4"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002414,"3200|21|s|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002416,"3200|22"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002422,"3200|34|m|4"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002424,"3200|23|m|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002426,"3200|24"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002432,"3200|25"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002438,"3200|26"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002444,"3200|29"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002449,"3200|38|c|3"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002451,"3200|30|m|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002453,"3200|31"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002459,"3200|32"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002465,"3200|35|l|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002467,"3200|13"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002473,"3200|28"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002479,"3200|17"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002493,"3300|10"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002499,"3300|6"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002505,"3300|30|l|4"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002507,"3300|28|l|5"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002509,"3300|12"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002515,"3300|21"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002521,"3300|15"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002527,"3300|26|m|5"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002529,"3300|23|l|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002531,"3300|29"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002537,"3300|13"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002543,"3300|16|l|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002545,"3300|8"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002551,"3300|25|l|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002553,"3300|14"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002559,"3300|18|l|5"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002561,"3300|19"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002567,"3300|17|l|5"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002569,"3300|11"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002575,"3300|9"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002581,"3300|27|l|5"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002583,"3300|20"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002589,"3300|24|l|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002591,"3300|7"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002637,"9000|1"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002643,"9000|3"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002649,"9000|6"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002675,"9100|1"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002681,"9100|2"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002687,"9100|4"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002693,"9100|5"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002699,"9100|7"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002705,"9100|8"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002711,"9100|9"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002717,"9100|13"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002722,"9100|16|l|4"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002724,"9100|17|s|5"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002726,"9100|19"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002732,"9100|20"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002738,"9100|22"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002744,"9100|25"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002750,"9100|26"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002756,"9100|27|l|3"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002758,"9100|28"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002764,"9100|29|c|3"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002766,"9100|30"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002772,"9100|33|m|5"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002774,"9100|36|c|3"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002776,"9100|34|c|4"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002778,"9100|40|c|3"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002780,"9100|39"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002786,"9100|42"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002792,"9100|43|s|5"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002794,"9100|44|m|5"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002796,"9100|45|l|4"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002798,"9100|47"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002804,"9100|49"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002810,"9100|50|c|5"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002812,"9100|51"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002818,"9100|31"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002833,"9200|52"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002839,"9200|3"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002845,"9200|41"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002851,"9200|4"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002857,"9200|36|m|5"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002859,"9200|27|m|4"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002861,"9200|9"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002867,"9200|5"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002873,"9200|6"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002879,"9200|55|s|5"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002881,"9200|40"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002887,"9200|7"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002893,"9200|53"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002899,"9200|11"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002905,"9200|10"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002911,"9200|44|m|5"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002913,"9200|25|c|4"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002915,"9200|13"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002921,"9200|37|m|4"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002923,"9200|12"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002929,"9200|16"
"2014-09-16 03:50:22","AIR:401000000","building-cog",401002935,"9200|38|m|4"
"2014-09-16 03:50:22","AIR:401000000","building-toon",401002937,"9200|54"
"2014-09-16 03:50:23","AIR:401000000","building-cog",401002943,"9200|14|m|5"
"2014-09-16 03:50:23","AIR:401000000","building-cog",401002945,"9200|59|m|4"
"2014-09-16 03:50:23","AIR:401000000","building-cog",401002947,"9200|17|m|4"
"2014-09-16 03:50:23","AIR:401000000","building-toon",401002949,"9200|18"
"2014-09-16 03:50:23","AIR:401000000","building-cog",401002955,"9200|15|m|5"
"2014-09-16 03:50:23","AIR:401000000","building-cog",401002957,"9200|21|m|3"
"2014-09-16 03:50:23","AIR:401000000","building-cog",401002959,"9200|20|m|4"
"2014-09-16 03:50:23","AIR:401000000","building-toon",401002961,"9200|8"
"2014-09-16 03:50:23","AIR:401000000","building-toon",401002967,"9200|19"
"2014-09-16 03:50:23","AIR:401000000","building-toon",401002973,"9200|22"
"2014-09-16 03:50:46","AIR:401000000","building-toon",401001654,"4100|12"
"2014-09-16 03:50:46","AIR:401000000","building-toon",401002074,"4300|71"
"2014-09-16 03:50:46","AIR:401000000","building-toon",401002559,"3300|18"
"2014-09-16 03:50:46","AIR:401000000","building-toon",401002943,"9200|14"
"2014-09-16 03:50:46","AIR:401000000","building-toon",401001894,"4200|17"
"2014-09-16 03:50:46","AIR:401000000","building-toon",401001196,"5100|17"
"2014-09-16 03:50:46","AIR:401000000","building-toon",401002449,"3200|38"
"2014-09-16 03:50:46","AIR:401000000","building-toon",401002250,"3100|24"
"2014-09-16 03:50:46","AIR:401000000","building-toon",401002722,"9100|16"
"2014-09-16 03:50:54","AIR:401000000","building-toon",401002921,"9200|37"
"2014-09-16 03:50:54","AIR:401000000","building-toon",401002248,"3100|23"
"2014-09-16 03:50:54","AIR:401000000","building-toon",401002776,"9100|34"
"2014-09-16 03:51:02","AIR:401000000","building-toon",401002913,"9200|25"
"2014-09-16 03:51:33","Client:1000000000","client-connected","127.0.0.1:49338","127.0.0.1:7198"
"2014-09-16 03:51:34","AIR:1000000",accountLogin,1000000000,100000014,master
"2014-09-16 03:51:53","AIR:1000000",avatarChosen,100000051,100000014
"2014-09-16 03:52:31","AIR:401000000",suspicious,100000051,"Toon tried to wear invalid Shoes 1 19 0"
"2014-09-16 03:52:31","AIR:401000000",questTier,100000051,1
"2014-09-16 03:53:14","AIR:401000000","magic-word",100000051,700,100000051,700,"dna species c","Species set to: c"
"2014-09-16 03:53:17","AIR:401000000","magic-word",100000051,700,100000051,700,"dna color 26","Color index set to: 26"
"2014-09-16 03:53:23","AIR:401000000","magic-word",100000051,700,100000051,700,"dna species b","Species set to: b"
"2014-09-16 03:53:29","AIR:401000000","magic-word",100000051,700,100000051,700,"dna species c","Invalid species for color: black"
"2014-09-16 03:53:34","AIR:401000000","magic-word",100000051,700,100000051,700,"dna color 2","Color index set to: 2"
"2014-09-16 03:53:38","AIR:401000000","magic-word",100000051,700,100000051,700,"dna species c","Species set to: c"
"2014-09-16 03:53:47","AIR:401000000","magic-word",100000051,700,100000051,700,"dna color 26","Color index set to: 26"
"2014-09-16 03:53:52","AIR:1000000","chat-said",100000051,ooo,ooo
"2014-09-16 03:53:56","AIR:401000000","disconnect-reason",100000051,1
"2014-09-16 03:53:56","AIR:1000000",avatarUnload,100000051
"2014-09-16 03:53:56","AIR:401000000",avatarExit,100000051,
"2014-09-16 03:54:03","AIR:1000000",avatarChosen,100000051,100000014
"2014-09-16 03:54:28","AIR:401000000",suspicious,100000051,"Toon tried to wear invalid Shoes 1 19 0"
"2014-09-16 03:54:28","AIR:401000000",questTier,100000051,1
"2014-09-16 03:55:54","AIR:401000000",factoryEntered,100000051,"11500|0|0|[100000051L]"
"2014-09-16 03:56:12","AIR:401000000","magic-word",100000051,700,100000051,700,maToon,None
"2014-09-16 03:56:22","AIR:401000000",suspicious,100000051,"Toon tried to go over 137 laff."
"2014-09-16 03:56:22","AIR:401000000",setMaxHp,100000051,137
"2014-09-16 03:56:22","AIR:401000000","magic-word",100000051,700,100000051,700,maxToon,"Maxed your Toon!"
"2014-09-16 03:56:33","AIR:401000000",resistanceChat,61000,"100000051|Gag-up|-1|[100000051]"
"2014-09-16 03:57:20","AIR:1000000","chat-said",100000051,"weak aoogah ","weak aoogah "
"2014-09-16 03:57:43","AIR:401000000",resistanceChat,61000,"100000051|Toon-up|10|[100000051]"
"2014-09-16 03:57:48","AIR:401000000",battleCogsDefeated,401003652,"1tm3,1nd5,1cc3|11500"
"2014-09-16 03:58:52","AIR:1000000","chat-said",100000051,wtf,wtf
"2014-09-16 03:59:02","AIR:401000000",NPCSOS,100000051,91919
"2014-09-16 03:59:36","AIR:401000000",battleCogsDefeated,401003665,"1tm6+,1ms5+,1tm5+|11500"
"2014-09-16 03:59:46","AIR:401000000","disconnect-reason",100000051,2
"2014-09-16 03:59:47","Client:1000000000","client-disconnected"
"2014-09-16 03:59:48","AIR:401000000",avatarExit,100000051,
