"2014-09-16 03:48:13",EventLogger,log_opened,"Log opened upon Event Logger startup."
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000840,"1200|27"
"2014-09-16 03:49:54","AIR:401000000","building-cog",401000846,"1200|17|m|1"
"2014-09-16 03:49:54","AIR:401000000","building-cog",401000848,"1200|18|m|4"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000850,"1200|19"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000856,"1200|20"
"2014-09-16 03:49:54","AIR:401000000","building-cog",401000862,"1200|21|m|3"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000864,"1200|23"
"2014-09-16 03:49:54","AIR:401000000","building-cog",401000870,"1200|24|m|3"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000872,"1200|1"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000878,"1200|16"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000884,"1200|28"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000899,"1300|30"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000905,"1300|29"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000911,"1300|31"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000917,"1300|2"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000923,"1300|32"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000929,"1300|4"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000935,"1300|5"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000941,"1300|6"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000947,"1300|7"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000953,"1300|8"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000959,"1300|9"
"2014-09-16 03:49:54","AIR:401000000","building-cog",401000965,"1300|10|c|1"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000967,"1300|11"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000973,"1300|14"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000979,"1300|13"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000985,"1300|15"
"2014-09-16 03:49:54","AIR:401000000","building-cog",401000991,"1300|33|c|1"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401000993,"1300|18"
"2014-09-16 03:49:54","AIR:401000000","building-cog",401000999,"1300|19|c|2"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401001001,"1300|20"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401001007,"1300|21"
"2014-09-16 03:49:54","AIR:401000000","building-toon",401001013,"1300|23"
"2014-09-16 03:49:55","AIR:401000000","building-toon",401001019,"1300|24"
"2014-09-16 03:49:55","AIR:401000000","building-toon",401001025,"1300|25"
"2014-09-16 03:49:55","AIR:401000000","building-cog",401001031,"1300|26|m|3"
"2014-09-16 03:49:55","AIR:401000000","building-toon",401001033,"1300|34"
"2014-09-16 03:49:55","AIR:401000000","building-cog",401001039,"1300|28|c|2"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001090,"5000|3"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001116,"5100|2"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001122,"5100|1"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001128,"5100|3"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001134,"5100|5"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001140,"5100|4"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001146,"5100|6"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001152,"5100|7"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001158,"5100|8"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001164,"5100|9"
"2014-09-16 03:50:01","AIR:401000000","building-cog",401001170,"5100|11|l|3"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001172,"5100|10"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001178,"5100|26"
"2014-09-16 03:50:01","AIR:401000000","building-toon",401001184,"5100|13"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001190,"5100|15|s|2"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001192,"5100|25|l|3"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001194,"5100|16|m|2"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001196,"5100|17|l|2"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001198,"5100|18"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001204,"5100|19|s|2"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001206,"5100|20|s|3"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001208,"5100|21"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001214,"5100|22"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001220,"5100|23"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001226,"5100|24"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001241,"5200|25"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001247,"5200|26|l|2"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001249,"5200|27|l|3"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001251,"5200|1"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001257,"5200|2"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001263,"5200|3"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001269,"5200|4"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001275,"5200|5"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001281,"5200|6"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001287,"5200|7"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001293,"5200|9"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001299,"5200|11"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001305,"5200|12|l|2"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001307,"5200|13|l|3"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001309,"5200|14"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001315,"5200|15"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001321,"5200|16"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001327,"5200|17|s|4"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001329,"5200|18|l|3"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001331,"5200|19"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001337,"5200|20"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001343,"5200|21"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001349,"5200|8"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001355,"5200|10"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001370,"5300|33"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001376,"5300|35"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001382,"5300|36|s|3"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001384,"5300|15"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001390,"5300|17"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001396,"5300|27"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001402,"5300|28"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001408,"5300|9"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001414,"5300|30"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001420,"5300|19|s|3"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001422,"5300|21|s|4"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001424,"5300|5"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001430,"5300|11|s|1"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001432,"5300|10|s|1"
"2014-09-16 03:50:02","AIR:401000000","building-cog",401001434,"5300|26|s|3"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001436,"5300|37"
"2014-09-16 03:50:02","AIR:401000000","building-toon",401001442,"5300|4"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001497,"4000|6"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001523,"4100|3"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001529,"4100|4"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001535,"4100|6"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001541,"4100|7"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001547,"4100|45"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001553,"4100|14"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001559,"4100|17"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001565,"4100|18"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001571,"4100|19"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001577,"4100|22"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001583,"4100|23|m|2"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001585,"4100|26"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001591,"4100|48"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001597,"4100|28"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001603,"4100|31|s|1"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001605,"4100|32"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001611,"4100|58"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001617,"4100|49"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001622,"4100|35"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001628,"4100|52"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001634,"4100|37"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001640,"4100|42"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001646,"4100|41|m|1"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001648,"4100|5"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001654,"4100|12|s|2"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001656,"4100|10"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001662,"4100|9"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001668,"4100|11"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001674,"4100|55"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001680,"4100|15"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001686,"4100|46"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001691,"4100|54"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001697,"4100|57"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001703,"4100|25|m|1"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001705,"4100|56"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001710,"4100|29|m|3"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001712,"4100|30"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001718,"4100|53"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001723,"4100|38"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001729,"4100|39|s|1"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001740,"4200|1"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001746,"4200|3"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001752,"4200|2"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001758,"4200|4"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001764,"4200|5"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001770,"4200|32"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001776,"4200|10"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001782,"4200|13"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001788,"4200|38"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001794,"4200|37|m|3"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001796,"4200|23"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001802,"4200|24"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001808,"4200|27|m|3"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001810,"4200|29|m|2"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001812,"4200|30|m|1"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001814,"4200|31"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001820,"4200|9"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001826,"4200|7"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001832,"4200|12"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001838,"4200|36|m|3"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001840,"4200|34"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001845,"4200|16"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001851,"4200|19"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001857,"4200|20"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001863,"4200|22"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001869,"4200|35"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001875,"4200|25"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001881,"4200|28|m|3"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001883,"4200|33"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001888,"4200|18"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001894,"4200|17|s|2"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001905,"4300|1"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001911,"4300|3"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001917,"4300|20|l|2"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001919,"4300|4"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001925,"4300|7"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001931,"4300|21"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001937,"4300|27|c|1"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001939,"4300|28"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001945,"4300|9"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001951,"4300|12|c|4"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001953,"4300|17"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001959,"4300|19"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001965,"4300|29"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001971,"4300|35"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401001977,"4300|36|l|3"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001979,"4300|41"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001985,"4300|68"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001990,"4300|38"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401001996,"4300|40"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002002,"4300|42"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002008,"4300|49"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002013,"4300|48"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401002019,"4300|53|l|2"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002021,"4300|50"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002027,"4300|52"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002033,"4300|54"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002039,"4300|55"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002045,"4300|56"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002050,"4300|72"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002056,"4300|70"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002062,"4300|62"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002068,"4300|67"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401002074,"4300|71|c|3"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002076,"4300|43"
"2014-09-16 03:50:09","AIR:401000000","building-cog",401002081,"4300|44|l|3"
"2014-09-16 03:50:09","AIR:401000000","building-toon",401002083,"4300|45"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002137,"3000|9"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002163,"3100|1"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002169,"3100|2"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002175,"3100|5"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002180,"3100|7"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002186,"3100|8"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002192,"3100|50"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002198,"3100|11"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002204,"3100|10"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002210,"3100|12"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002216,"3100|13|c|4"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002218,"3100|14"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002224,"3100|15"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002230,"3100|51|c|4"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002232,"3100|17|c|2"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002234,"3100|18"
"2014-09-16 03:50:16","AIR:401000000","building-toon",401002240,"3100|21"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002246,"3100|22|c|4"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002248,"3100|23|c|4"
"2014-09-16 03:50:16","AIR:401000000","building-cog",401002250,"3100|24|c|2"
